Chapter,Verse,Sanskrit verse,Translation (English),Hinglish (1),Hinglish (2),Summary,Source ID,Reference,message,tags
2,40,नेहाभिक्रमनाशोऽस्ति प्रत्यवायो न विद्यते स्वल्पमप्यस्य धर्मस्य त्रायते महतो भयात,"In this path, no effort is lost, nor is there any harm; even a little of this dharma protects one from great fear.",Is marg par koi mehnat bekar nahi jaati; thoda sa bhi dharm bada bhay door karta hai.,"Is (karm-yog) ke maarg par ki gayi shuruaat kabhi nasht nahi hoti, aur na hi koi vipreet parinaam hota hai. Is dharm ka thoda sa bhi paalan bade se bade bhay se raksha karta hai.",Encouragement to take the first step in yoga.,GITA_02_40,Gita 2.40,"नेहाभिक्रमनाशोऽस्ति प्रत्यवायो न विद्यते स्वल्पमप्यस्य धर्मस्य त्रायते महतो भयात
In this path, no effort is lost, nor is there any harm; even a little of this dharma protects one from great fear.
Is marg par koi mehnat bekar nahi jaati; thoda sa bhi dharm bada bhay door karta hai.","Karma, Dharma, overcoming fear"
2,41,व्यवसायात्मिका बुद्धिरेकेह कुरुनन्दन बहुशाखा ह्यनन्ताश्च बुद्धयोऽव्यवसायिनाम,"Those with resolute intellect are single‑pointed, O joy of the Kurus; but for the irresolute, intelligence is many‑branched and endless.","Hey Kurunandan, ek path par nishchay karne wali buddhi ek hi lakshya par kendrit rehti hai. Lekin jinki buddhi sthir nahi hai, unki ichhayein anant shaakhaon mein bikhri rehti hain.","Hey Kurunandan, is maarg par nishchay-yukta buddhi ek hi hoti hai, kintu jinki buddhi avyavasthit hai, unki ichhayein anant shaakhaon mein bikhri rehti hain.",Stresses focus and determination.,GITA_02_41,Gita 2.41,"व्यवसायात्मिका बुद्धिरेकेह कुरुनन्दन बहुशाखा ह्यनन्ताश्च बुद्धयोऽव्यवसायिनाम
Those with resolute intellect are single‑pointed, O joy of the Kurus; but for the irresolute, intelligence is many‑branched and endless.
Hey Kurunandan, ek path par nishchay karne wali buddhi ek hi lakshya par kendrit rehti hai. Lekin jinki buddhi sthir nahi hai, unki ichhayein anant shaakhaon mein bikhri rehti hain.","lack of focus, indecision, finding purpose"
2,42,यामिमां पुष्पितां वाचं प्रवदन्त्यविपश्चितः वेदवादरताः पार्थ नान्यदस्तीति वादिनः,"Unwise men speak flowery words, delighting in Vedic rituals, claiming there is nothing else.","Moorkh log vedic (superficial ritualism)  karma me atke rahte hain, aur kehte hain aur kuch nahi hai.","Hey Parth, jo aviveki log Vedon ke sundar shabdon mein hi khoye rehte hain aur kehte hain ki iske alawa aur kuch nahi hai...",Warns against superficial ritualism.,GITA_02_42,Gita 2.42,"यामिमां पुष्पितां वाचं प्रवदन्त्यविपश्चितः वेदवादरताः पार्थ नान्यदस्तीति वादिनः
Unwise men speak flowery words, delighting in Vedic rituals, claiming there is nothing else.
Moorkh log vedic (superficial ritualism)  karma me atke rahte hain, aur kehte hain aur kuch nahi hai.","letting go of greed, Jnana Yoga"
2,43,कामात्मानः स्वर्गपरा जन्मकर्मफलप्रदाम क्रियाविशेषबहुलां भोगैश्वर्यगतिं प्रति,"Desiring pleasure and heaven, they speak of repeated rebirth and results of actions, performing elaborate ceremonies for pleasure and power.","Voh log bhog aur swarg ke lobhi hote hain, karmo ke phalon ke liye kathin kriya karte hain.","Ve kaamnaon se bhare hote hain, swarg ko hi param lakshya maante hain, aur bhog-aishwarya paane ke liye aisi karm-kand ki kriyaon mein lage rehte hain jo punarjanm deti hain.",Criticizes those distracted by material rewards.,GITA_02_43,Gita 2.43,"कामात्मानः स्वर्गपरा जन्मकर्मफलप्रदाम क्रियाविशेषबहुलां भोगैश्वर्यगतिं प्रति
Desiring pleasure and heaven, they speak of repeated rebirth and results of actions, performing elaborate ceremonies for pleasure and power.
Voh log bhog aur swarg ke lobhi hote hain, karmo ke phalon ke liye kathin kriya karte hain.","letting go of greed, reincarnation"
2,44,भोगैश्वर्यप्रसक्तानां तयापहृतचेतसाम व्यवसायात्मिका बुद्धिः समाधौ न विधीयते,"For those attached to pleasure and power, whose minds are stolen by such things, resolute intelligence is not possible.","Jo bhog aur shakti me doobe hote hain, unka dhyan vyavasthit nahi hota.","Jo log bhog aur aishwarya mein atyant aasakt hain aur jinka chitt in cheezon se har liya gaya hai, unki buddhi samadhi mein sthir nahi ho paati.",Attachment impedes spiritual discipline.,GITA_02_44,Gita 2.44,"भोगैश्वर्यप्रसक्तानां तयापहृतचेतसाम व्यवसायात्मिका बुद्धिः समाधौ न विधीयते
For those attached to pleasure and power, whose minds are stolen by such things, resolute intelligence is not possible.
Jo bhog aur shakti me doobe hote hain, unka dhyan vyavasthit nahi hota.","lack of focus, letting go of greed, mental peace"
2,45,त्रैगुण्यविषया वेदा निस्त्रैगुण्यो भवार्जुन निर्द्वन्द्वो नित्यसत्त्वस्थो निर्योगक्षेम आत्मवान्,"The Vedas deal with the three modes (gunas); be beyond these, O Arjuna—free from dualities, established in goodness, unconcerned with gain and safety, self‑controlled.","Ved gunon se sambandhit hain; tum gunon se pare raho, sukh-dukh ke par, sthir raho, aur aatmsanyami (self-controled) bano.","Hey Arjun, Ved mukhya roop se teen guno ke vishay mein batate hain. Tum in teeno guno se upar utho, dwandwon se mukt ho, hamesha sattva mein sthit raho, yog-kshem ki chinta mat karo, aur aatmavaan bano.",Encourages transcendence.,GITA_02_45,Gita 2.45,"त्रैगुण्यविषया वेदा निस्त्रैगुण्यो भवार्जुन निर्द्वन्द्वो नित्यसत्त्वस्थो निर्योगक्षेम आत्मवान्
The Vedas deal with the three modes (gunas); be beyond these, O Arjuna—free from dualities, established in goodness, unconcerned with gain and safety, self‑controlled.
Ved gunon se sambandhit hain; tum gunon se pare raho, sukh-dukh ke par, sthir raho, aur aatmsanyami (self-controled) bano.","three gunas, Sattva Rajas Tamas, detachment, self-realization"
2,46,यावानर्थ उदपाने सर्वतः सम्प्लुतोदके तावान्सर्वेषु वेदेषु ब्राह्मणस्य विजानतः,"As much use as a well has when floodwaters abound, so useful are all the Vedas to the enlightened Brahman.","Jaise badhi hui nadi me kuan bekaar ho jata hai, waise hi gyaani ke liye ved ke vidhan seemit ho jaate hain.","Jaise sab taraf se paani se bhare jalaashay ke mil jaane par ek chhote se kuen ka jitna prayojan reh jaata hai, utna hi prayojan gyaan-sampann Brahman ko janne waale ke liye sabhi Vedon ka reh jaata hai.",True knowledge surpasses ritual.,GITA_02_46,Gita 2.46,"यावानर्थ उदपाने सर्वतः सम्प्लुतोदके तावान्सर्वेषु वेदेषु ब्राह्मणस्य विजानतः
As much use as a well has when floodwaters abound, so useful are all the Vedas to the enlightened Brahman.
Jaise badhi hui nadi me kuan bekaar ho jata hai, waise hi gyaani ke liye ved ke vidhan seemit ho jaate hain.","Jnana Yoga, self-realization, finding purpose"
2,47,कर्मण्येवाधिकारस्ते मा फलेषु कदाचन मा कर्मफलहेतुर्भूर्मा ते सङ्गोऽस्त्वकर्मणि,"Your right is to action alone, never to its fruits; let not the fruits be your motive, nor be attached to inaction.","Karam karo, fal ki chinta mat karo; Tumhara adhikar sirf karm pe hai, fal pe nahi.","Tumhara adhikar sirf apna kaam karne par hai, uske result par kabhi nahi. Isliye, apne kaam ke result ko apna motive mat banao, aur na hi kaam na karne mein attach ho.",One of the Gita’s most famous teachings on selfless action.,GITA_02_47,Gita 2.47,"कर्मण्येवाधिकारस्ते मा फलेषु कदाचन मा कर्मफलहेतुर्भूर्मा ते सङ्गोऽस्त्वकर्मणि
Your right is to action alone, never to its fruits; let not the fruits be your motive, nor be attached to inaction.
Karam karo, fal ki chinta mat karo; Tumhara adhikar sirf karm pe hai, fal pe nahi.","Nishkama Karma (selfless action), Karma, detachment, work-life balance India"
2,48,योगस्थः कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय सिद्ध्यसिद्ध्योः समो भूत्वा समत्वं योग उच्यते,"Perform your duty established in yoga, abandoning attachment, being equal in success and failure. This equanimity is yoga.","Arjun, kendrit rehte hue [Yoga mein] apne karm karo. Parinaam se aasakti ko chhodkar, safalta aur asafalta mein santulit raho. Man ke isi santulan ka asli matlab hi Yoga hai. (Arjun, perform your actions while being centered [in Yoga]. Let go of attachment to the outcome, staying balanced in success and failure. This state of mental balance itself is the true meaning of Yoga.)","Hey Dhananjay, attachment ko tyagkar aur safalta-asafalta mein samaan bhav rakhte hue, yog mein sthit hokar apne kartavya karo. Isi samatva-bhav ko yog kehte hain.",Defines yoga as balance in action.,GITA_02_48,Gita 2.48,"योगस्थः कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय सिद्ध्यसिद्ध्योः समो भूत्वा समत्वं योग उच्यते
Perform your duty established in yoga, abandoning attachment, being equal in success and failure. This equanimity is yoga.
Arjun, kendrit rehte hue [Yoga mein] apne karm karo. Parinaam se aasakti ko chhodkar, safalta aur asafalta mein santulit raho. Man ke isi santulan ka asli matlab hi Yoga hai. (Arjun, perform your actions while being centered [in Yoga]. Let go of attachment to the outcome, staying balanced in success and failure. This state of mental balance itself is the true meaning of Yoga.)","Karma Yoga, equanimity, detachment, mental peace"
2,49,दूरेण ह्यवरं कर्म बुद्धियोगाद्धनञ्जय बुद्धौ शरणमन्विच्छ कृपणाः फलहेतवः,Work driven by fruit is far inferior to work done through buddhi‑yoga; seek refuge in wisdom. The miserly are motivated by results.,"Fal ki ichha se kiya karm gyaani karm se neecha hai; gyaan me sharan lo. (Seek wisdom, the miserly are motivated by results)","Hey Dhananjay, samatva-buddhi-yog se phal ki ichha waala karm bahut neeche star ka hai. Isliye, tum samatva-buddhi ki sharan lo. Phal ki ichha karne waale log deen (miserly) hote hain.",Jnana‑yoga superior to motivated work.,GITA_02_49,Gita 2.49,"दूरेण ह्यवरं कर्म बुद्धियोगाद्धनञ्जय बुद्धौ शरणमन्विच्छ कृपणाः फलहेतवः
Work driven by fruit is far inferior to work done through buddhi‑yoga; seek refuge in wisdom. The miserly are motivated by results.
Fal ki ichha se kiya karm gyaani karm se neecha hai; gyaan me sharan lo. (Seek wisdom, the miserly are motivated by results)","Jnana Yoga, Nishkama Karma (selfless action), letting go of greed"
2,50,बुद्धियुक्तो जहातीह उभे सुकृतदुष्कृते तस्माद्योगाय युज्यस्व योगः कर्मसु कौशलम्,"One with wisdom in action casts off both good and bad results; therefore strive for yoga, which is skill in action.",Gyaan-yukt vyakti achhe-bure fal chhod deta hai; yoga karm (skill in action) me kaushal hai.,"Samatva-buddhi-yukta vyakti is jeevan mein hi punya aur paap, dono se upar uth jaata hai. Isliye, tum is yog mein lago. Yog hi karmon mein kushalta hai.",Yoga enhances skill and detachment.,GITA_02_50,Gita 2.50,"बुद्धियुक्तो जहातीह उभे सुकृतदुष्कृते तस्माद्योगाय युज्यस्व योगः कर्मसु कौशलम्
One with wisdom in action casts off both good and bad results; therefore strive for yoga, which is skill in action.
Gyaan-yukt vyakti achhe-bure fal chhod deta hai; yoga karm (skill in action) me kaushal hai.","Karma Yoga, Karma, Moksha"
2,51,कर्मजं बुद्धियुक्ता हि फलं त्यक्त्वा मनीषिणः जन्मबन्धविनिर्मुक्ताः पदं गच्छन्त्यनामयम्,"Wise ones abandon fruits of action, becoming free from birth’s bondage, and attain the state beyond all evil.",Gyaani fal chhod kar janm bandhan se mukt ho jaate hain aur nirdosh pad ko praapt karte hain.,"Kyunki samatva-buddhi-yukta gyaani log karmon se utpann hone waale phal ko tyagkar, janm ke bandhan se mukt ho jaate hain aur us pad ko prapt karte hain jo sabhi dukhon se pare hai.",Detachment from results leads to liberation.,GITA_02_51,Gita 2.51,"कर्मजं बुद्धियुक्ता हि फलं त्यक्त्वा मनीषिणः जन्मबन्धविनिर्मुक्ताः पदं गच्छन्त्यनामयम्
Wise ones abandon fruits of action, becoming free from birth’s bondage, and attain the state beyond all evil.
Gyaani fal chhod kar janm bandhan se mukt ho jaate hain aur nirdosh pad ko praapt karte hain.","Moksha, self-realization, Nishkama Karma (selfless action)"
2,52,यदा ते मोहकलिलं बुद्धिर्व्यतितरिष्यति तदा गन्तासि निरवेदं श्रोतव्यस्य श्रुतस्य च,"When your intellect crosses the mire of delusion, then you will become indifferent to all that has been heard and is yet to be heard.","Jab tumhari buddhi moh se pare ho jayegi, tab tum sune-ansune sab se virakt ho jaoge.","Jab tumhari buddhi is moh-roopi daldal ko paar kar jaayegi, tab tum jo sun chuke ho aur jo sunne laayak hai, un sabse vairaagya ko prapt ho jaoge.",Freedom from illusion brings inner peace.,GITA_02_52,Gita 2.52,"यदा ते मोहकलिलं बुद्धिर्व्यतितरिष्यति तदा गन्तासि निरवेदं श्रोतव्यस्य श्रुतस्य च
When your intellect crosses the mire of delusion, then you will become indifferent to all that has been heard and is yet to be heard.
Jab tumhari buddhi moh se pare ho jayegi, tab tum sune-ansune sab se virakt ho jaoge.","self-realization, inner peace, detachment"
2,53,श्रुतिविप्रतिपन्ना ते यदा स्थास्यति निश्चला समाधावचला बुद्धिस्तदा योगमवाप्स्यसि,"When your intellect stands unmoving, unwavering in the stillness of meditation, you will attain yoga.","Jab tumhara man sthir ho jayega aur dhyan me chipak jayega, tab tum yoga praapt karoge.","Jab tarah-tarah ke vachano ko sunkar bhatki hui tumhari buddhi, samadhi mein achal aur sthir ho jaayegi, tab tum yog ko prapt kar loge.",Steadiness of mind marks true yoga.,GITA_02_53,Gita 2.53,"श्रुतिविप्रतिपन्ना ते यदा स्थास्यति निश्चला समाधावचला बुद्धिस्तदा योगमवाप्स्यसि
When your intellect stands unmoving, unwavering in the stillness of meditation, you will attain yoga.
Jab tumhara man sthir ho jayega aur dhyan me chipak jayega, tab tum yoga praapt karoge.","self-realization, Raja Yoga, inner peace, ધ્યાન"
2,54,अर्जुन उवाच स्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव स्थितधीः किं प्रभाषेत किमासीत व्रजेत किम्,"Arjuna said: O Keshav, what is the description of one whose wisdom is steady, who is established in samadhi? How does such a person speak, sit, and walk?","Arjun bola: Hey Keshav, sthir gyaan wala yogi kaisa hota hai? Kaise bolta, baithta, chalta hai?","Arjun ne poocha: Hey Keshav, samadhi mein sthit, sthir-buddhi waale vyakti ke kya lakshan hain? Woh sthir-buddhi wala vyakti kaise bolta hai, kaise baithta hai, aur kaise chalta hai?",Arjuna asks Krishna to describe the enlightened person.,GITA_02_54,Gita 2.54,"अर्जुन उवाच स्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव स्थितधीः किं प्रभाषेत किमासीत व्रजेत किम्
Arjuna said: O Keshav, what is the description of one whose wisdom is steady, who is established in samadhi? How does such a person speak, sit, and walk?
Arjun bola: Hey Keshav, sthir gyaan wala yogi kaisa hota hai? Kaise bolta, baithta, chalta hai?","self-realization, mental peace"
2,55,श्रीभगवानुवाच प्रजहाति यदा कामान्सर्वान्पार्थ मनोगतान् आत्मन्येवात्मना तुष्टः स्थितप्रज्ञस्तदोच्यते,"Shri Bhagavan said: O Parth, when one renounces all desires of the mind and is satisfied in the self alone, that person is said to be of steady wisdom.","Hey Parth, jab vyakti man ke sabhi kaamon ko chhodkar sirf apne aap me santusht hota hai, use sthitpragya (self-realised/wise) kehte hain.","Shri Krishna ne kaha: Hey Parth, jab vyakti apne mann ki saari kaamnaon ko poori tarah se tyag deta hai aur apni aatma mein hi santusht rehta hai, tab use 'sthitaprajna' (sthir-buddhi) kaha jaata hai.",Defines the first quality of a self‑realized person.,GITA_02_55,Gita 2.55,"श्रीभगवानुवाच प्रजहाति यदा कामान्सर्वान्पार्थ मनोगतान् आत्मन्येवात्मना तुष्टः स्थितप्रज्ञस्तदोच्यते
Shri Bhagavan said: O Parth, when one renounces all desires of the mind and is satisfied in the self alone, that person is said to be of steady wisdom.
Hey Parth, jab vyakti man ke sabhi kaamon ko chhodkar sirf apne aap me santusht hota hai, use sthitpragya (self-realised/wise) kehte hain.","self-realization, inner peace, detachment, letting go of greed"
2,56,दुःखेष्वनुद्विग्नमनाः सुखेषु विगतस्पृहः वीतरागभयक्रोधः स्थितधीर्मुनिरुच्यते,"One whose mind is undisturbed in sorrow, free from desire in pleasure, and free from attachment, fear, and anger is a sage of steady wisdom.","Jiska mann dukh mein vichalit (agitated) nahi hota, jise sukh ki laalsa (craving) nahi hoti, aur jo raag (attachment), bhay (fear), aur krodh (anger) se mukt hai, wahi sthir-buddhi wala muni ('Sthitaprajna') kehlata hai.","Dukhon mein jiska mann udvign nahi hota, sukhon mein jise koi laalsa nahi hoti, aur jo attachment, bhay aur krodh se mukt hai, aisa muni sthir-buddhi kehlata hai.",Equanimity in all situations.,GITA_02_56,Gita 2.56,"दुःखेष्वनुद्विग्नमनाः सुखेषु विगतस्पृहः वीतरागभयक्रोधः स्थितधीर्मुनिरुच्यते
One whose mind is undisturbed in sorrow, free from desire in pleasure, and free from attachment, fear, and anger is a sage of steady wisdom.
Jiska mann dukh mein vichalit (agitated) nahi hota, jise sukh ki laalsa (craving) nahi hoti, aur jo raag (attachment), bhay (fear), aur krodh (anger) se mukt hai, wahi sthir-buddhi wala muni ('Sthitaprajna') kehlata hai.","how to stay calm, mental peace, equanimity, how to control anger"
2,57,यः सर्वत्रानभिस्नेहस्तत्तत्प्राप्य शुभाशुभम् नाभिनन्दति न द्वेष्टि तस्य प्रज्ञा प्रतिष्ठिता,"One who is unattached everywhere, neither rejoices nor hates upon obtaining good or evil, has steady wisdom.","Jo har jagah asakta (unattached) hai, jo shubh‑ashubh me na anandit hota hai na ghrina karta hai, uski buddhi sthir hai.","Jo vyakti har jagah sneh-rahit hai aur shubh ya ashubh prapt hone par na toh khush hota hai aur na hi dvesh karta hai, uski buddhi sthir hai.",Detachment from highs and lows marks steadiness.,GITA_02_57,Gita 2.57,"यः सर्वत्रानभिस्नेहस्तत्तत्प्राप्य शुभाशुभम् नाभिनन्दति न द्वेष्टि तस्य प्रज्ञा प्रतिष्ठिता
One who is unattached everywhere, neither rejoices nor hates upon obtaining good or evil, has steady wisdom.
Jo har jagah asakta (unattached) hai, jo shubh‑ashubh me na anandit hota hai na ghrina karta hai, uski buddhi sthir hai.","detachment, equanimity, inner peace"
2,58,यदा संहरते चायं कूर्मोऽङ्गानीव सर्वशः इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता,"When, like a tortoise withdrawing its limbs, one withdraws the senses from their objects, wisdom is steady.","Jaise kachhua apne pair kheench leta hai, waise hi jo indriyon ko vishayon se kheench leta hai, uski buddhi sthir hai.","Jab koi vyakti kachhue ki tarah apne sabhi ango ko samet leta hai, usi tarah jab koi apni indriyon ko indriya-vishayon se har taraf se kheench leta hai, tab uski buddhi sthir maani jaati hai.",Self‑control is essential to wisdom.,GITA_02_58,Gita 2.58,"यदा संहरते चायं कूर्मोऽङ्गानीव सर्वशः इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता
When, like a tortoise withdrawing its limbs, one withdraws the senses from their objects, wisdom is steady.
Jaise kachhua apne pair kheench leta hai, waise hi jo indriyon ko vishayon se kheench leta hai, uski buddhi sthir hai.","how to control anger, detachment, inner peace"
2,59,विषया विनिवर्तन्ते निराहरस्य देहिनः रसवर्जं रसोऽप्यस्य परं दृष्ट्वा निवर्तते,"Sense objects fall away for the abstinent, though taste remains; the taste also ceases upon realizing the Supreme.","Jab koi insaan indriyon par zabardasti kabu karta hai, toh woh vishayon (sense objects) se toh door ho jaata hai, lekin unke liye mann mein laalsa (craving) bani rehti hai. Par jab usey ek uchchatar aanand (a higher bliss) ka anubhav hota hai, tab yeh chhoti laalsa apne aap mit jaati hai.","Indriyon ko vishayon se door rakhne waale vyakti ke vishay toh mit jaate hain, par unke prati ras (taste) bana rehta hai. Par Param-tattva ka anubhav hone par, uska yeh ras bhi samapt ho jaata hai.",Higher experience overcomes residual desires.,GITA_02_59,Gita 2.59,"विषया विनिवर्तन्ते निराहरस्य देहिनः रसवर्जं रसोऽप्यस्य परं दृष्ट्वा निवर्तते
Sense objects fall away for the abstinent, though taste remains; the taste also ceases upon realizing the Supreme.
Jab koi insaan indriyon par zabardasti kabu karta hai, toh woh vishayon (sense objects) se toh door ho jaata hai, lekin unke liye mann mein laalsa (craving) bani rehti hai. Par jab usey ek uchchatar aanand (a higher bliss) ka anubhav hota hai, tab yeh chhoti laalsa apne aap mit jaati hai.","letting go of greed, detachment, self-realization"
2,60,यततो ह्यपि कौन्तेय पुरुषस्य विपश्चितः इन्द्रियाणि प्रमाथीनि हरन्ति प्रसभं मनः,"O son of Kunti, even striving, the wise person’s unstable senses can forcibly carry away the mind.","Hey Kunti‑putra, buddhiwan ke bhi chanchal indriya man ko kheench lete hain.","Hey Kunti-putra, prayaas karne waale samajhdaar vyakti ke mann ko bhi, yeh prabal indriyan bal-poorvak har leti hain.",Warns of the senses’ power.,GITA_02_60,Gita 2.60,"यततो ह्यपि कौन्तेय पुरुषस्य विपश्चितः इन्द्रियाणि प्रमाथीनि हरन्ति प्रसभं मनः
O son of Kunti, even striving, the wise person’s unstable senses can forcibly carry away the mind.
Hey Kunti‑putra, buddhiwan ke bhi chanchal indriya man ko kheench lete hain.","lack of focus, negative thoughts, how to stop worrying"
2,61,तानि सर्वाणि संयम्य युक्त आसीत मत्परः वशे हि यस्येन्द्रियाणि तस्य प्रज्ञा प्रतिष्ठिता,"Controlling all the senses, one should sit focused on Me; one whose senses are controlled has steady wisdom.","Sab indriyaon ko niyantrit karke mera dhyan karo; jiski indriya vash me hain, uski buddhi sthir hai.","Un sabhi indriyon ko vash mein karke, mere paraayan hokar dhyan mein baithe. Kyunki jiski indriyan vash mein hoti hain, usi ki buddhi sthir hoti hai.",Krishna advises devotion and control.,GITA_02_61,Gita 2.61,"तानि सर्वाणि संयम्य युक्त आसीत मत्परः वशे हि यस्येन्द्रियाणि तस्य प्रज्ञा प्रतिष्ठिता
Controlling all the senses, one should sit focused on Me; one whose senses are controlled has steady wisdom.
Sab indriyaon ko niyantrit karke mera dhyan karo; jiski indriya vash me hain, uski buddhi sthir hai.","Bhakti Yoga, Raja Yoga, self-realization"
2,62,ध्यायतो विषयान्पुंसः सङ्गस्तेषूपजायते सङ्गात्सञ्जायते कामः कामात्क्रोधोऽभिजायते,"By contemplating objects, attachment develops; from attachment comes desire; from desire arises anger.","Vishayon (sense objects) ke baare mein sochte rehne se, unke prati aasakti (attachment) paida hoti hai. Aasakti se unhein paane ki kaamna (craving) janm leti hai, aur kaamna (poori na hone par) se krodh utpann hota hai.
","Cheezon ke baare mein lagaatar sochne se unse attachment ho jaata hai. Attachment se unhein paane ki ichha (desire) badhti hai, aur jab ichha poori nahi hoti, toh gussa aata hai.",Chain of degradation begins with contemplation.,GITA_02_62,Gita 2.62,"ध्यायतो विषयान्पुंसः सङ्गस्तेषूपजायते सङ्गात्सञ्जायते कामः कामात्क्रोधोऽभिजायते
By contemplating objects, attachment develops; from attachment comes desire; from desire arises anger.
Vishayon (sense objects) ke baare mein sochte rehne se, unke prati aasakti (attachment) paida hoti hai. Aasakti se unhein paane ki kaamna (craving) janm leti hai, aur kaamna (poori na hone par) se krodh utpann hota hai.
","how to control anger, letting go of greed, negative thoughts"
2,63,क्रोधाद्भवति सम्मोहः सम्मोहात्स्मृतिविभ्रमः स्मृतिभ्रंशाद्बुद्धिनाशो बुद्धिनाशात्प्रणश्यति,"From anger comes delusion; from delusion, loss of memory; from loss of memory, destruction of intellect; from destruction of intellect, one perishes.","Krodh se moh, moh se smriti bhram, smriti bhrasht hone se buddhi nash, buddhi nash se vinash.","Gusse se moorkhta (delusion) paida hoti hai, moorkhta se smriti bhrasht ho jaati hai. Smriti ke bhrasht hone se buddhi ka naash ho jaata hai, aur buddhi ke naash hone se vyakti ka patan ho jaata hai.",Describes the fall of a person.,GITA_02_63,Gita 2.63,"क्रोधाद्भवति सम्मोहः सम्मोहात्स्मृतिविभ्रमः स्मृतिभ्रंशाद्बुद्धिनाशो बुद्धिनाशात्प्रणश्यति
From anger comes delusion; from delusion, loss of memory; from loss of memory, destruction of intellect; from destruction of intellect, one perishes.
Krodh se moh, moh se smriti bhram, smriti bhrasht hone se buddhi nash, buddhi nash se vinash.","how to control anger, negative thoughts, lack of focus"
2,64,रागद्वेषवियुक्तैस्तु विषयानिन्द्रियैश्चरन् आत्मवश्यैर्विधेयात्मा प्रसादमधिगच्छति,"But one who moves among objects, free from attachment and aversion, with senses under control, attains grace.","Jo raga‑dvesh (free from attachment) se mukt ho kar vishayon me ghoomta hai aur apna man niyantrit rakhta hai, vah kripa paata hai.","Parantu, jo vyakti apne mann ko vash mein rakhta hai aur attachment-dvesh se mukt indriyon se vishayon mein vichran karta hai, wahi Ishwar ki kripa aur shaanti prapt karta hai.",Balance brings serenity.,GITA_02_64,Gita 2.64,"रागद्वेषवियुक्तैस्तु विषयानिन्द्रियैश्चरन् आत्मवश्यैर्विधेयात्मा प्रसादमधिगच्छति
But one who moves among objects, free from attachment and aversion, with senses under control, attains grace.
Jo raga‑dvesh (free from attachment) se mukt ho kar vishayon me ghoomta hai aur apna man niyantrit rakhta hai, vah kripa paata hai.","mental peace, inner peace, detachment, self-realization"
2,65,प्रसादे सर्वदुःखानां हानिरस्योपजायते प्रसन्नचेतसो ह्याशु बुद्धिः पर्यवतिष्ठते,"In grace, all sorrows end, and in a serene mind, intellect is quickly established.","Shant man me saare dukh khatam ho jaate hain, aur buddhi sthir ho jaati hai.",Us shaanti ko prapt karne par saare dukhon ka ant ho jaata hai. Aur prasann-chitt waale vyakti ki buddhi jaldi hi sthir ho jaati hai.,Peace strengthens judgment.,GITA_02_65,Gita 2.65,"प्रसादे सर्वदुःखानां हानिरस्योपजायते प्रसन्नचेतसो ह्याशु बुद्धिः पर्यवतिष्ठते
In grace, all sorrows end, and in a serene mind, intellect is quickly established.
Shant man me saare dukh khatam ho jaate hain, aur buddhi sthir ho jaati hai.","mental peace, inner peace, how to stay calm"
2,66,नास्ति बुद्धिरयुक्तस्य न चायुक्तस्य भावना न चाभावयतः शान्तिरशान्तस्य कुतः सुखम्,"For the uncontrolled, there is no intellect, nor meditation; for one without meditation, there is no peace; without peace, how can there be happiness?","Jiska man vash me nahi, uske paas gyaan nahi; bina dhyan ke shanti nahi; bina shanti ke sukh nahi.","Jo sanyami nahi hai, uski buddhi sthir nahi hoti aur na hi uske mann mein bhavna hoti hai. Bina bhavna waale ko shaanti nahi milti. Aur ashant vyakti ko sukh kaise mil sakta hai?",Shows the linkage from control to happiness.,GITA_02_66,Gita 2.66,"नास्ति बुद्धिरयुक्तस्य न चायुक्तस्य भावना न चाभावयतः शान्तिरशान्तस्य कुतः सुखम्
For the uncontrolled, there is no intellect, nor meditation; for one without meditation, there is no peace; without peace, how can there be happiness?
Jiska man vash me nahi, uske paas gyaan nahi; bina dhyan ke shanti nahi; bina shanti ke sukh nahi.","mental peace, lack of focus, how to stop worrying"
2,67,इन्द्रियाणां हि चरतां यन्मनोऽनुविधीयते तदस्य हरति प्रज्ञां वायुर्नावमिवाम्भसि,"When the mind follows wandering senses, it carries away wisdom like the wind carries a boat on water.","Jo man chanchal indriyon ke peeche chalta hai, uska gyaan hawa me naav ki tarah beh jaata hai.","Jaise paani mein chalti naav ko hawa baha le jaati hai, usi tarah vishayon mein vicharti indriyon mein se jis ek ke saath bhi mann lag jaata hai, woh uski buddhi ko har leti hai.",Warns against mindless indulgence.,GITA_02_67,Gita 2.67,"इन्द्रियाणां हि चरतां यन्मनोऽनुविधीयते तदस्य हरति प्रज्ञां वायुर्नावमिवाम्भसि
When the mind follows wandering senses, it carries away wisdom like the wind carries a boat on water.
Jo man chanchal indriyon ke peeche chalta hai, uska gyaan hawa me naav ki tarah beh jaata hai.","lack of focus, negative thoughts"
